Index,AreaName,Price ($),lat,lng,Address,City
4022,Highland Creek,1790000,43.786411,-79.168175,6 FALCON LANE,Toronto
4023,Swansea,449000,43.636173,-79.470757,#2410 - 105 The Queensway Ave,Toronto
4024,Downtown,315000,43.637386,-79.398201,#317 - 38 Dan Leckie Way,Toronto
4025,Old East York,80000,43.686436,-79.347542,941 Pape Ave,Toronto
4026,Old Mill,1799000,43.651253,-79.493347,#902 - 30 OLD MILL RD,Toronto
4027,Woburn,499000,43.745411,-79.224709,113 PORCHESTER DR,Toronto
4028,Downsview,199000,43.717987,-79.511543,55 Beverly Hills Dr,Toronto
4029,Newtonbrook,499900,43.780727,-79.419991,#11 - 49 HENDON AVE,Toronto
4030,Thorncliffe Park,70000,43.705597,-79.345993,##1 - 45 Overlea Blvd,Toronto
4031,Don Mills,2499000,43.748322,-79.34655,#101-105 - 1390 Don Mills Rd,Toronto
4032,Willowdale,409900,43.757988,-79.403625,#628 - 120 Harrison Garden Blvd,Toronto
4033,Midtown Toronto,259900,43.687771,-79.396629,#100 - 60 St Clair Ave,Toronto
4034,Downtown,298000,43.643326,-79.399147,#605 - 508 Wellington St,Toronto
4035,Willowdale,315000,43.778439,-79.416069,#1107 - 5508 YONGE ST,Toronto
4036,Old East York,1199900,43.684254,-79.346863,860 Pape Ave,Toronto
4037,Midtown Toronto,85000,43.662281,-79.425575,737 Ossington Ave,Toronto
4038,Rexdale,900000,43.713955,-79.557671,22 * REXDALE BLVD,Toronto
4039,Downsview,1299000,43.718197,-79.511131,51 Beverly Hills Dr,Toronto
4040,Armdale,300,43.830791,-79.24955,#F-105 - 865 Passmore Ave,Toronto
4041,Jane and Finch,299900,43.76395,-79.497574,#513 - 31 FOUR WINDS DR,Toronto
4042,Toronto,289900,43.7248,-79.307953,#401 - 71 Jonesville Cres,Toronto
4043,Armdale,300,43.830791,-79.24955,#F-106 - 865 Passmore Ave,Toronto
4044,Agincourt,588000,43.785206,-79.277573,#B1 - 4227 Sheppard Ave,Toronto
4045,Weston,352800,43.701572,-79.520187,#4603 - 1 King St,Toronto
4046,Willowdale,388900,43.757996,-79.409592,#712 - 1 AVONDALE AVE,Toronto
4047,Downtown,359900,43.660316,-79.376144,#1013 - 117 GERRARD ST E,Toronto
4048,York University Heights,520000,43.751213,-79.464142,#106 - 1 De Boers Dr,Toronto
4049,Bayview Village,304900,43.766296,-79.384674,#303 - 19 BARBERRY PL,Toronto
4050,Scarborough Junction,888888,43.716797,-79.259888,663 Danforth Rd,Toronto
4051,Rouge,1100900,43.794567,-79.139496,#10 - 67 KIRKDENE DR,Toronto
4052,Downtown,344900,43.639343,-79.399841,#212 - 170 FORT YORK BLVD,Toronto
4053,York University Heights,249995,43.754265,-79.468536,1150 Sheppard Ave,Toronto
4054,Jane and Finch,149000,43.745918,-79.515724,#1011 - 5 FRITH RD,Toronto
4055,Downtown,340000,43.659237,-79.382904,#44 - 384 YONGE ST,Toronto
4056,Riverdale,1895000,43.677761,-79.350021,469 DANFORTH AVE,Toronto
