Index,AreaName,Price ($),lat,lng,Address,City
2403,Willowdale,469888,43.756294,-79.406532,#1619 - 80 Harrison Garden Blvd,Toronto
2404,Morningside,399900,43.78614,-79.211952,#08 - 341 Military Tr,Toronto
2405,Upper Beaches,699000,43.685303,-79.301056,52 Norwood Terr,Toronto
2406,Lambton,795000,43.663177,-79.490776,3 Bradley Ave,Toronto
2407,Milliken,699000,43.811516,-79.280769,9 Danjohn Cres,Toronto
2408,Rexdale,1380000,43.734222,-79.559181,815 Albion Rd,Toronto
2409,Eglinton East,579900,43.744301,-79.235939,14 Adler St,Toronto
2410,Milliken,779888,43.806644,-79.311386,48 Staley Terr,Toronto
2411,Niagara,449000,43.640865,-79.414619,#726 - 1 Shaw St,Toronto
2412,Little Portugal,30000,43.642391,-79.424736,68 Abell St,Toronto
2413,Woburn,679000,43.779228,-79.22168,33 PORTICO DR,Toronto
2414,Newtonbrook,2498000,43.794178,-79.417198,26 Madawaska Ave,Toronto
2415,Willowdale,499900,43.776028,-79.412056,#1718 - 18 Sommerset Way,Toronto
2416,Toronto,699900,43.737328,-79.263283,14 Fitzgibbon Ave,Toronto
2417,South Cedarbrae,649000,43.75074,-79.223907,1 Strandhill Rd,Toronto
2418,Bridlewood,241900,43.79488,-79.313713,#906 - 10 Stonehill Crt,Toronto
2419,Newtonbrook,259900,43.780598,-79.413246,#103 - 29 Pemberton Ave,Toronto
2420,West Hill,254000,43.768364,-79.182182,#415 - 121 Ling Rd,Toronto
2421,Leslieville,1420000,43.667385,-79.334412,#14 - 175 Jones Ave,Toronto
2422,Wallace Emerson,899900,43.659885,-79.440331,370 Margueretta St,Toronto
2423,Rockcliffe - Smythe,794900,43.677685,-79.472687,262 Weston Rd,Toronto
2424,Willowdale,346000,43.776028,-79.412056,#1712 - 18 Sommerset Way,Toronto
2425,Toronto,698000,43.822731,-79.266121,111 Shady Hollow Dr,Toronto
2426,Morningside,349900,43.786888,-79.205353,#197 - 10 Livonia Pl,Toronto
2427,Woodbine - Lumsden,748800,43.689453,-79.31115,62 King Edward Ave,Toronto
2428,Kennedy Park,579900,43.727516,-79.253731,5 Commonwealth Ave,Toronto
2429,Downtown,299999,43.640259,-79.381729,#2301 - 208 Queens Quay,Toronto
2430,Downtown,518000,43.648029,-79.374069,#815 - 55 Front St,Toronto
2431,Wexford,699000,43.755329,-79.302849,3 PRINCEMERE CRES,Toronto
2432,West Hill,379000,43.75787,-79.200203,#12 - 33 Celeste Dr,Toronto
2433,Dorset Park,190000,43.749599,-79.266762,#1010 - 100 PRUDENTIAL DR,Toronto
2434,West Hill,599900,43.76432,-79.187912,30 DANZIG ST,Toronto
2435,Downtown,499900,43.656731,-79.383461,#1705 - 633 BAY ST,Toronto
2436,Downtown,329900,43.654148,-79.390533,#1105 - 152 ST PATRICK ST,Toronto
2437,Downtown,378000,43.669609,-79.384773,#1607 - 35 HAYDEN ST,Toronto
2438,Leslieville,1399000,43.672878,-79.320213,1602 ** GERRARD ST,Toronto
2439,Nortown,1888000,43.724827,-79.423271,505 CRANBROOKE AVE,Toronto
2440,Old East York,699000,43.692997,-79.291451,95 DENTONIA PARK AVE E,Toronto
2441,Old Town,309900,43.653194,-79.368637,#554 - 313 RICHMOND ST E,Toronto
2442,Leslieville,699900,43.673805,-79.329041,351 GREENWOOD AVE,Toronto
2443,New Toronto,699900,43.603195,-79.501167,95 THIRD ST,Toronto
2444,Earlscourt,372000,43.678635,-79.444672,#1010 - 26 NORTON AVE,Toronto
2445,Tam O'Shanter,459800,43.786381,-79.291534,#110 - 188 BONIS AVE,Toronto
2446,Mimico,625000,43.630383,-79.476273,#1002 - 3 MARINE PARADE DR,Toronto
2447,Rexdale,280000,43.74955,-79.58075,#914 - 5 ROWNTREE RD,Toronto
2448,Humber Summit,999900,43.753723,-79.575333,7 HATHOR CRES,Toronto
2449,Jane and Finch,599000,43.742985,-79.523102,23 SNOWOOD CRT,Toronto
2450,Toronto,318000,43.75103,-79.465858,#Lph07 - 55 DE BOERS DR,Toronto
2451,Don Valley Village,679900,43.795135,-79.353607,401 85 Skymark Drive,Toronto
2452,Newtonbrook,699000,43.790558,-79.442062,108 ELISE TERR,Toronto
2453,Eglinton East,249900,43.737576,-79.238251,#306 - 330 MCCOWAN RD,Toronto
2454,Briar Hill - Belgravia,739000,43.70676,-79.443169,354 /356 MARLEE AVE,Toronto
2455,L'Amoreaux,849000,43.794651,-79.302414,105 RAINIER SQ,Toronto
2456,St. Andrew - Windfields,4500000,43.763638,-79.379562,96 NORTHDALE RD,Toronto
2457,Highland Creek,640000,43.795174,-79.180603,85 HALFMOON SQ,Toronto
2458,Bathurst Manor,1340000,43.762512,-79.462944,65 BARKSDALE AVE,Toronto
2459,Midtown Toronto,619800,43.701252,-79.395897,#710 - 23 GLEBE RD,Toronto
2460,Downtown,279000,43.656807,-79.375092,#508 - 159 DUNDAS ST E,Toronto
