,Unnamed: 0,AreaName,Price ($),lat,lng,Address,City,Postal Code,FSA
696,696,Wilson Heights,549900,43.734035,-79.447968,#E109 - 555 WILSON AVE W,Toronto,M3H 0C6,M3H
760,760,Wilson Heights,1788000,43.748413,-79.456345,264 REINER RD,Toronto,M3H 2M4,M3H
937,937,Bathurst Manor,999999,43.754963,-79.45652,248 CODSELL AVE,Toronto,M3H 3X1,M3H
972,972,Toronto,149900,43.747116,-79.436508,4134 BATHURST ST,Toronto,M3H 3P4,M3H
1089,1089,Bathurst Manor,315000,43.755169,-79.441742,#502 - 650 Sheppard Ave,Toronto,M3H 2S5,M3H
1157,1157,Bathurst Manor,1340000,43.762512,-79.462944,65 BARKSDALE AVE,Toronto,M3H 5P1,M3H
117,117,Jane and Finch,255000,43.764374,-79.49456,#412 - 19 FOUR WINDS DR,Toronto,M3J 2S9,M3J
184,184,Downsview,519900,43.750595,-79.464058,#911 - 1060 SHEPPARD AVE W,Toronto,M3J 0G7,M3J
276,276,York University Heights,239000,43.762249,-79.500114,#709 - 455 Sentinel Rd,Toronto,M3J 2T6,M3J
593,593,York University Heights,335000,43.750637,-79.465103,#610 - 1070 SHEPPARD AVE W,Toronto,M3J 0G7,M3J
690,690,York University Heights,946000,43.749916,-79.503555,12 FULWELL CRES,Toronto,M3J 1Y3,M3J
724,724,York University Heights,469900,43.766647,-79.502373,#4 - 375 Cook Rd,Toronto,M3J 3T6,M3J
1033,1033,York University Heights,319900,43.762249,-79.500114,#404 - 455 SENTINEL RD,Toronto,M3J 2T6,M3J
1043,1043,York University Heights,550000,43.755066,-79.483932,#10 - 100 ST REGIS CRES S,Toronto,M3J 1Y8,M3J
1149,1149,Toronto,318000,43.75103,-79.465858,#Lph07 - 55 DE BOERS DR,Toronto,M3J 0G5,M3J
1245,1245,Jane and Finch,335000,43.764374,-79.49456,#608 - 19 FOUR WINDS DR,Toronto,M3J 2S9,M3J
254,254,Downsview,758800,43.731644,-79.462372,700 Wilson Ave,Toronto,M3K 1E1,M3K
688,688,Wilson Heights,60000,43.731609,-79.458794,3616 DUFFERIN ST,Toronto,M3K 1N7,M3K
689,689,Downsview,834900,43.733833,-79.461113,23 KATHERINE RD,Toronto,M3K 1J2,M3K
89,89,Downsview,159907,43.737915,-79.51136,#506 - 2645 JANE ST,Toronto,M3L 1R9,M3L
147,147,Jane and Finch,629000,43.744606,-79.503181,52 WATNEY CRES,Toronto,M3L 2E1,M3L
355,355,Downsview,499900,43.726799,-79.522179,82 JOSEPH GRIFFITH LANE,Toronto,M3L 0E1,M3L
671,671,Downsview,512900,43.726418,-79.523224,133 Torbarrie Rd,Toronto,M3L 1G8,M3L
799,799,Downsview,169000,43.737915,-79.51136,#141 - 2645 JANE ST,Toronto,M3L 1R9,M3L
802,802,Downsview,534900,43.727352,-79.511032,67 NEAMES CRES,Toronto,M3L 1K8,M3L
920,920,Downsview,560000,43.726364,-79.512314,19 NEAMES CRES,Toronto,M3L 1K8,M3L
1291,1291,Jane and Finch,129900,43.74036,-79.512222,2721 JANE ST,Toronto,M3L 1S3,M3L
173,173,Downsview,399000,43.726418,-79.479942,#615 - 15 JAMES FINLAY WAY,Toronto,M3M 0B3,M3M
221,221,Downsview,379999,43.727539,-79.482857,#110 - 2772 KEELE ST,Toronto,M3M 0A3,M3M
442,442,Downsview,235000,43.722858,-79.498878,1375 WILSON AVE,Toronto,M3M 1H8,M3M
483,483,Downsview,199900,43.72578,-79.480759,602 2737 Keele Street,Toronto,M3M 2E9,M3M
815,815,Downsview,162500,43.72578,-79.480759,#413 - 2737 KEELE ST,Toronto,M3M 2E9,M3M
837,837,Downsview,219000,43.72578,-79.480759,#610 - 2737 KEELE ST,Toronto,M3M 2E9,M3M
842,842,Jane and Finch,1158000,43.744011,-79.491524,#4819 - 5 SHEPPARD AVE,Toronto,M3M 3J8,M3M
1078,1078,Downsview,729900,43.731739,-79.491005,115 Calvington Dr,Toronto,M3M 2M3,M3M
447,447,Jane and Finch,609000,43.754471,-79.522911,37 BLANEY CRES,Toronto,M3N 1L3,M3N
683,683,Jane and Finch,668800,43.751919,-79.522057,238 Firgrove Cres,Toronto,M3N 1K8,M3N
860,860,Jane and Finch,49900,43.75193,-79.516251,#2 - 2857 JANE ST,Toronto,M3N 2W9,M3N
861,861,Jane and Finch,509000,43.743279,-79.521927,130 LAURA RD,Toronto,M3N 2A1,M3N
1019,1019,Black Creek,599000,43.760731,-79.525566,76 WHEATSHEAF CRES,Toronto,M3N 1P6,M3N
1148,1148,Jane and Finch,599000,43.742985,-79.523102,23 SNOWOOD CRT,Toronto,M3N 1E7,M3N
564,564,Parkwoods - Donalda,79000,43.742146,-79.314606,#2 - 1448 LAWRENCE AVE E,Toronto,M4A 2S8,M4A
588,588,Toronto,449900,43.723991,-79.30246,#256 - 1496 VICTORIA PARK AVE,Toronto,M4A 2M6,M4A
701,701,Parkwoods - Donalda,179900,43.742146,-79.314606,#10 - 1448 LAWRENCE AVE E,Toronto,M4A 2S8,M4A
187,187,Woodbine Gardens,219000,43.698101,-79.299431,#406 - 4 PARK VISTA DR,Toronto,M4B 3M8,M4B
299,299,O'Connor - Parkview,599000,43.708248,-79.302658,20 Warvet Cres,Toronto,M4B 1P3,M4B
547,547,Clairlea - Birchmount,730000,43.709938,-79.296143,1163 VICTORIA PARK AVE N,Toronto,M4B 2K5,M4B
1210,1210,Woodbine Gardens,639900,43.700798,-79.297798,79 CHAPMAN AVE,Toronto,M4B 1C6,M4B
58,58,East Danforth,459900,43.685455,-79.313133,#907 - 2055 DANFORTH AVE,Toronto,M4C 1J8,M4C
94,94,Old East York,719000,43.689983,-79.307259,19 GATWICK AVE,Toronto,M4C 1W2,M4C
100,100,Woodbine - Lumsden,1150000,43.691368,-79.311615,117 KING EDWARD AVE,Toronto,M4C 5J7,M4C
102,102,Old East York,265000,43.696163,-79.292953,#2511 - 5 MASSEY SQ,Toronto,M4C 5M9,M4C
115,115,Old East York,649900,43.693779,-79.322388,75 HOLBORNE AVE,Toronto,M4C 2R2,M4C
136,136,Old East York,164900,43.696163,-79.292953,#1406 - 5 MASSEY SQ,Toronto,M4C 5M9,M4C
175,175,Old East York,184000,43.69614,-79.294983,#3012 - 1 MASSEY SQ,Toronto,M4C 5L5,M4C
294,294,Old East York,539900,43.695007,-79.299088,28 Goodwood Park Cres,Toronto,M4C 2G5,M4C
426,426,East Danforth,569900,43.681171,-79.317039,6 ROSEHEATH AVE,Toronto,M4C 3P2,M4C
453,453,Old East York,239900,43.696827,-79.293411,#504 - 3 MASSEY SQ,Toronto,M4C 5L5,M4C
630,630,The Danforth,649000,43.684208,-79.307358,123 Oakcrest Ave,Toronto,M4C 1B8,M4C
657,657,Danforth Village,595000,43.691051,-79.291878,16 ELDON AVE,Toronto,M4C 5G1,M4C
718,718,Old East York,159000,43.69614,-79.294983,#219 - 1 Massey Sq,Toronto,M4C 5L5,M4C
767,767,Old East York,235000,43.69614,-79.294983,#1604 - 1 MASSEY SQ,Toronto,M4C 5L5,M4C
770,770,Old East York,299150,43.696674,-79.329353,1026 COXWELL AVE,Toronto,M4C 3G5,M4C
782,782,Old East York,415000,43.692848,-79.292099,77 Dentonia Park Ave,Toronto,M4C 1X1,M4C
803,803,Woodbine Heights,1350000,43.694092,-79.320419,105 HOLBORNE AVE,Toronto,M4C 2R3,M4C
889,889,The Danforth,649000,43.684208,-79.307358,123 OAKCREST AVE,Toronto,M4C 1B8,M4C
892,892,Woodbine - Lumsden,170000,43.687359,-79.306374,2360 DANFORTH AVE,Toronto,M4C 1K7,M4C
917,917,Old East York,849000,43.693871,-79.303078,160 BARRINGTON AVE,Toronto,M4C 4Z2,M4C
939,939,Woodbine Heights,899000,43.685608,-79.313934,2048 DANFORTH AVE,Toronto,M4C 1J6,M4C
945,945,Danforth Village,479900,43.690968,-79.292603,5 WEYMOUTH AVE,Toronto,M4C 1R6,M4C
1009,1009,East Danforth,699900,43.682163,-79.322914,659 COXWELL AVE,Toronto,M4C 5S3,M4C
1126,1126,Woodbine - Lumsden,748800,43.689453,-79.31115,62 King Edward Ave,Toronto,M4C 5J6,M4C
1139,1139,Old East York,699000,43.692997,-79.291451,95 DENTONIA PARK AVE E,Toronto,M4C 1X1,M4C
1177,1177,Old East York,169900,43.696163,-79.292953,#707 - 5 MASSEY SQ,Toronto,M4C 5M9,M4C
13,13,Upper Beaches,700000,43.680573,-79.291595,2 HANNAFORD ST,Toronto,M4E 3G7,M4E
35,35,The Beach,1548000,43.678608,-79.288513,281 WILLOW AVE,Toronto,M4E 3K6,M4E
82,82,The Beach,1200000,43.672386,-79.291595,35 DUART PARK RD,Toronto,M4E 1J3,M4E
390,390,Upper Beaches,549900,43.685768,-79.291336,2373 GERRARD ST E,Toronto,M4E 2E7,M4E
423,423,The Beach,350000,43.670822,-79.297592,2052 QUEEN ST E,Toronto,M4E 1C9,M4E
656,656,Upper Beaches,598800,43.684193,-79.285645,496 Victoria Park Ave,Toronto,M4E 3T4,M4E
922,922,The Beach,1984095,43.674515,-79.281937,95 NEVILLE PARK BLVD,Toronto,M4E 3P7,M4E
1064,1064,The Beach,1989000,43.675526,-79.300285,264 Lee Ave,Toronto,M4E 2P5,M4E
1104,1104,Upper Beaches,699000,43.685303,-79.301056,52 Norwood Terr,Toronto,M4E 2H1,M4E
1267,1267,Beach Hill,999000,43.681137,-79.310356,1956 GERRARD ST E,Toronto,M4E 2B1,M4E
478,478,Leaside,1299900,43.711868,-79.3722,673 EGLINTON AVE E,Toronto,M4G 2K3,M4G
835,835,Leaside,2399000,43.709038,-79.364014,205 RANDOLPH RD,Toronto,M4G 3S6,M4G
858,858,Leaside,1847000,43.718571,-79.375565,#Th 17 - 21 BURKEBROOK PL,Toronto,M4G 4K8,M4G
605,605,Thorncliffe Park,190000,43.705597,-79.345993,#119 - 45 Overlea Blvd,Toronto,M4H 1C3,M4H
286,286,Pape Village,699000,43.68848,-79.347557,187 Gowan Ave,Toronto,M4J 2K7,M4J
1212,1212,Old East York,499000,43.687382,-79.339363,108 MARLOW AVE,Toronto,M4J 3V1,M4J
16,16,Riverdale,1650000,43.671024,-79.347015,616 LOGAN AVE,Toronto,M4K 1C8,M4K
289,289,Old East York,850000,43.691109,-79.35553,1254 Broadview Ave,Toronto,M4K 2T4,M4K
353,353,Playter Estates,849000,43.678246,-79.359482,83 Cambridge Ave,Toronto,M4K 2L2,M4K
888,888,Riverdale,799000,43.676186,-79.343529,613 PAPE AVE,Toronto,M4K 3R9,M4K
895,895,Riverdale,549900,43.677757,-79.351578,402 DANFORTH AVE,Toronto,M4K 1P3,M4K
907,907,Riverdale,1285000,43.669533,-79.349068,89 RIVERDALE AVE,Toronto,M4K 1C2,M4K
971,971,Riverdale,849900,43.6828,-79.347855,217 BROWNING AVE,Toronto,M4K 1X1,M4K
1092,1092,Broadview North,949000,43.684555,-79.35183,1082 Logan Ave,Toronto,M4K 3G4,M4K
1218,1218,Riverdale,1650000,43.671024,-79.347015,616 LOGAN AVE,Toronto,M4K 1C8,M4K
28,28,Beach Hill,699000,43.674515,-79.319717,317 COXWELL AVE,Toronto,M4L 3B5,M4L
64,64,Leslieville,765000,43.666988,-79.327621,110 HILTZ AVE,Toronto,M4L 2N5,M4L
357,357,Leslieville,779900,43.669174,-79.317986,#Th7 - 96-104 Coxwell Ave,Toronto,M4L 3B2,M4L
359,359,Leslieville,1588888,43.664227,-79.326431,1348 QUEEN ST E,Toronto,M4L 1C5,M4L
385,385,The Beach,1099500,43.669735,-79.302055,#207 - 1960 QUEEN ST E,Toronto,M4L 1H8,M4L
653,653,The Beach Triangle,699900,43.672482,-79.309364,193 KINGSTON RD,Toronto,M4L 1T4,M4L
668,668,Leslieville,649000,43.673748,-79.327194,70 Glenside Ave,Toronto,M4L 2T5,M4L
676,676,The Beach,625000,43.674232,-79.307144,#105 - 60 Haslett Ave,Toronto,M4L 3R2,M4L
792,792,Leslieville,999000,43.674004,-79.32235,337 ASHDALE AVE,Toronto,M4L 2Z1,M4L
883,883,The Beach,849000,43.670216,-79.306679,109 DIXON AVE,Toronto,M4L 1N8,M4L
902,902,Leslieville,499000,43.66893,-79.319023,116 RHODES AVE,Toronto,M4L 3A1,M4L
1080,1080,The Beach,634900,43.668041,-79.308586,#313 - 1797 Queen St,Toronto,M4L 3Y3,M4L
1137,1137,Leslieville,1399000,43.672878,-79.320213,1602 ** GERRARD ST,Toronto,M4L 2A5,M4L
1141,1141,Leslieville,699900,43.673805,-79.329041,351 GREENWOOD AVE,Toronto,M4L 2R6,M4L
1190,1190,Leslieville,5995000,43.662285,-79.327087,858 EASTERN AVE,Toronto,M4L 1A1,M4L
36,36,Riverdale,379900,43.657913,-79.350067,#611 - 90 BROADVIEW AVE,Toronto,M4M 3H3,M4M
37,37,Leslieville,849000,43.670635,-79.336945,135 GALT AVE,Toronto,M4M 2Z4,M4M
40,40,Leslieville,1098000,43.66621,-79.333565,1447 DUNDAS ST E,Toronto,M4M 1S7,M4M
400,400,Riverside,1250000,43.66016,-79.351418,9 KINTYRE AVE,Toronto,M4M 1M2,M4M
678,678,Leslieville,747400,43.667385,-79.334412,#6 - 175 Jones Ave,Toronto,M4M 3A2,M4M
795,795,Riverside,1250000,43.66016,-79.351418,9 A KINTYRE AVE,Toronto,M4M 1M2,M4M
