,Unnamed: 0,AreaName,Price ($),lat,lng,Address,City,Postal Code,FSA
841,841,Mimico,405999,43.624969,-79.478081,#613 - 59 ANNIE CRAIG DR,Toronto,M8V 0C4,M8V
848,848,Long Branch,35000,43.601154,-79.524414,#A117 - 10 CARNATION AVE,Toronto,M8V 0B8,M8V
869,869,New Toronto,1950000,43.601955,-79.524384,1 WHITLAM AVE,Toronto,M8V 2K2,M8V
878,878,Mimico,918800,43.624969,-79.478081,#3603 - 59 ANNIE CRAIG DR,Toronto,M8V 0C4,M8V
962,962,Humber Bay Shores,530000,43.626965,-79.478485,#3507 - 16 BROOKERS LANE,Toronto,M8V 0A5,M8V
982,982,Mimico,105000,43.615341,-79.492996,170 THE QUEENS WAY,Toronto,M8V 2N9,M8V
1004,1004,Mimico,1050000,43.631355,-79.474609,#3305 - 2045 LAKE SHORE BLVD W,Toronto,M8V 2Z6,M8V
1014,1014,New Toronto,599900,43.602974,-79.516861,112 SIXTEENTH ST,Toronto,M8V 3K1,M8V
1039,1039,Humber Bay Shores,313996,43.626965,-79.478485,#2810 - 16 BROOKERS LANE,Toronto,M8V 0A5,M8V
1044,1044,Mimico,399000,43.624969,-79.478081,#1607 - 59 ANNIE CRAIG DR,Toronto,M8V 0C4,M8V
1059,1059,New Toronto,799000,43.601395,-79.505333,145 ISLINGTON AVE,Toronto,M8V 3B8,M8V
1070,1070,Mimico,1299888,43.624969,-79.478081,#3902 - 59 Annie Craig Dr,Toronto,M8V 0C4,M8V
1075,1075,Mimico,329900,43.615078,-79.48938,#609 - 11 Superior Ave,Toronto,M8V 1C4,M8V
1142,1142,New Toronto,699900,43.603195,-79.501167,95 THIRD ST,Toronto,M8V 2Y1,M8V
1145,1145,Mimico,625000,43.630383,-79.476273,#1002 - 3 MARINE PARADE DR,Toronto,M8V 3Z4,M8V
1169,1169,Mimico,339000,43.624969,-79.478081,#411 A - 59 ANNIE CRAIG DR,Toronto,M8V 0C4,M8V
1249,1249,Mimico,105000,43.615341,-79.492996,170 THE QUEENS WAY,Toronto,M8V 2N9,M8V
194,194,Alderwood,1148000,43.602165,-79.544388,496 -498 HORNER AVE,Toronto,M8W 2B8,M8W
253,253,Alderwood,1349999,43.595139,-79.545746,43B Foch Ave,Toronto,M8W 3X3,M8W
506,506,Alderwood,848000,43.610023,-79.530464,260 Valermo Dr,Toronto,M8W 2K8,M8W
556,556,Long Branch,150000,43.595627,-79.529289,3436 Lakeshore Boulevard W,Toronto,M8W 1N3,M8W
659,659,Alderwood,1398000,43.60165,-79.546326,514 HORNER AVE,Toronto,M8W 2C1,M8W
670,670,Long Branch,1329000,43.595715,-79.524788,2A Twenty Seventh St,Toronto,M8W 1E3,M8W
781,781,Long Branch,399900,43.594379,-79.532631,#317 - 3531 Lake Shore Blvd,Toronto,M8W 4Y8,M8W
1002,1002,Long Branch,150000,43.595627,-79.529289,3436 LAKE SHORE BLVD W,Toronto,M8W 1N3,M8W
1031,1031,Long Branch,415000,43.589939,-79.545006,#505 - 3865 LAKE SHORE BLVD W,Toronto,M8W 0A4,M8W
1054,1054,Toronto,75000,43.613632,-79.537346,#11 - 486 EVANS AVE,Toronto,M8W 2T7,M8W
174,174,The Kingsway,1879000,43.659264,-79.510025,548 PRINCE EDWARD DR N,Toronto,M8X 2M7,M8X
226,226,Islington - City Centre West,859000,43.646122,-79.521828,#707 - 2 Aberfoyle Cres,Toronto,M8X 2Z8,M8X
313,313,Islington - City Centre West,875000,43.64592,-79.519623,#2302 - 1 Aberfoyle Cres,Toronto,M8X 2X8,M8X
101,101,Humber Bay,419900,43.624374,-79.485542,#2710 - 90 PARK LAWN RD,Toronto,M8Y 0B6,M8Y
145,145,Mimico,429900,43.624485,-79.490479,#725 - 250 MANITOBA ST,Toronto,M8Y 4G8,M8Y
146,146,The Queensway,949900,43.624474,-79.501793,523 C ROYAL YORK RD,Toronto,M8Y 2S5,M8Y
200,200,Mimico,349000,43.62381,-79.488022,#2710 - 155 LEGION RD,Toronto,M8Y 0A1,M8Y
258,258,Mimico,399000,43.624207,-79.488228,165 Legion Road,Toronto,M8Y 0B3,M8Y
430,430,Mimico,375000,43.62381,-79.488022,#2701 - 155 LEGION RD N,Toronto,M8Y 0A1,M8Y
462,462,Mimico,320000,43.623661,-79.491394,#506 - 190 MANITOBA ST,Toronto,M8Y 3Y8,M8Y
464,464,Humber Bay,469900,43.624374,-79.485542,#1507 - 90 PARK LAWN RD,Toronto,M8Y 0B6,M8Y
477,477,Humber Bay,457000,43.624374,-79.485542,#2807 - 90 PARK LAWN RD,Toronto,M8Y 0B6,M8Y
480,480,Humber Bay,370000,43.624374,-79.485542,#2515 - 90 PARK LAWN RD,Toronto,M8Y 0B6,M8Y
481,481,Mimico,319900,43.624207,-79.488228,#2221 - 165 LEGION RD N,Toronto,M8Y 0B3,M8Y
493,493,Mimico,349900,43.624207,-79.488228,#1828 - 165 LEGION RD N,Toronto,M8Y 0B3,M8Y
685,685,The Queensway,998800,43.624474,-79.501793,523 C ROYAL YORK RD,Toronto,M8Y 2S5,M8Y
706,706,The Queensway,474900,43.625931,-79.490524,#520 - 245 Dalesford Rd,Toronto,M8Y 4H7,M8Y
812,812,Mimico,324500,43.62434,-79.491203,#521 - 200 MANITOBA ST,Toronto,M8Y 3Y9,M8Y
866,866,Humber Bay,549000,43.624073,-79.484917,#2111 - 88 PARK LAWN RD,Toronto,M8Y 0B6,M8Y
910,910,Humber Bay,569000,43.624073,-79.484917,#2011 - 88 PARK LAWN RD,Toronto,M8Y 0B6,M8Y
1244,1244,Humber Bay,469800,43.624374,-79.485542,#1006 - 90 PARK LAWN RD,Toronto,M8Y 0B6,M8Y
524,524,Mimico,899000,43.617924,-79.508667,51 OURLAND AVE,Toronto,M8Z 4E2,M8Z
572,572,The Queensway,309000,43.623482,-79.516762,#816 - 1040 THE QUEENSWAY AVE,Toronto,M8Z 0A7,M8Z
586,586,Islington - City Centre West,219900,43.619194,-79.534035,1466 THE QUEENSWAY AVE,Toronto,M8Z,M8Z
763,763,The Queensway,1524000,43.629078,-79.510864,64 EDGECROFT RD,Toronto,M8Z 2B8,M8Z
806,806,Mimico,949000,43.617924,-79.508667,51 OURLAND AVE,Toronto,M8Z 4E2,M8Z
935,935,The Queensway,340800,43.621746,-79.521469,#519 - 1185 THE QUEENSWAY,Toronto,M8Z 0C6,M8Z
225,225,Islington - City Centre West,329900,43.643925,-79.528885,#405 - 1 Michael Power Pl,Toronto,M9A 0A3,M9A
228,228,Islington - City Centre West,349900,43.644661,-79.529335,#514 - 9 Michael Power Pl,Toronto,M9A 0A4,M9A
295,295,Islington,1250000,43.649994,-79.530228,34 Burnhamthorpe Cres,Toronto,M9A 1G4,M9A
327,327,Islington - City Centre West,549000,43.650017,-79.52639,1803 - 1300 ISLINGTON Avenue,Toronto,M9A 5C4,M9A
328,328,Humber Heights - Westmount,419900,43.684998,-79.515526,#1706 - 40 RICHVIEW RD,Toronto,M9A 5C1,M9A
533,533,Islington - City Centre West,317000,43.644081,-79.5289,#504 - 5 MICHAEL POWER PL,Toronto,M9A 0A3,M9A
581,581,Islington - City Centre West,323800,43.643925,-79.528885,#1906 - 1 MICHAEL POWER PL,Toronto,M9A 0A3,M9A
615,615,Islington,369000,43.644779,-79.531929,#103 - 5101 Dundas St,Toronto,M9A 1C2,M9A
654,654,Edenbridge - Humber Valley,2495000,43.675282,-79.520859,101 VALECREST DR,Toronto,M9A 4P5,M9A
693,693,Islington - City Centre West,405000,43.646942,-79.525818,#1501 - 7 MABELLE AVE,Toronto,M9A 4X6,M9A
709,709,Islington - City Centre West,223500,43.646942,-79.525818,#708 A - 7 MABELLE AVE,Toronto,M9A 4X6,M9A
742,742,Eatonville,149000,43.647232,-79.530617,4986 DUNDAS ST W,Toronto,M9A 1B7,M9A
966,966,Edenbridge - Humber Valley,3475000,43.677654,-79.52076,80 NORTH DR,Toronto,M9A 4R2,M9A
1060,1060,Islington,369000,43.644779,-79.531929,#103 - 5101 DUNDAS ST W,Toronto,M9A 1C2,M9A
1229,1229,Islington - City Centre West,309000,43.646942,-79.525818,#4003 - 7 MABELLE AVE,Toronto,M9A 4X6,M9A
1230,1230,Islington - City Centre West,378500,43.646942,-79.525818,#2402 - 7 MABELLE AVE,Toronto,M9A 4X6,M9A
324,324,Islington - City Centre West,538000,43.638737,-79.535606,#1949 - 25 VIKING LANE,Toronto,M9B 0A1,M9B
508,508,Islington - City Centre West,314900,43.640293,-79.559761,#2410 - 5 Valhalla Inn Rd,Toronto,M9B 1S9,M9B
537,537,Islington - City Centre West,295000,43.640285,-79.559464,#806 - 1 VALHALLA INN RD,Toronto,M9B 1S9,M9B
566,566,Islington - City Centre West,395000,43.633957,-79.541298,5415 Dundas Street W,Toronto,M9B 1B1,M9B
594,594,Islington - City Centre West,349900,43.638172,-79.536194,#2338 - 35 Viking Lane,Toronto,M9B 0A1,M9B
713,713,Islington - City Centre West,315900,43.640293,-79.559761,#2510 - 5 VALHALLA INN RD,Toronto,M9B 1S9,M9B
1020,1020,Islington - City Centre West,314900,43.640293,-79.559761,#2410 - 5 VALHALLA INN RD,Toronto,M9B 1S9,M9B
1204,1204,Eringate - Centennial - West Deane,750000,43.665123,-79.562119,17 ANTIOCH DR,Toronto,M9B 3A5,M9B
1237,1237,Eatonville,899900,43.648071,-79.542839,1 Lochway Crt,Toronto,M9B 4G4,M9B
1294,1294,Islington - City Centre West,409900,43.638706,-79.535904,#347 - 25 Viking Lane,Toronto,M9B 0A1,M9B
227,227,Eringate - Centennial - West Deane,335000,43.644711,-79.588692,##1008 - 420 Mill Rd,Toronto,M9C 1Z1,M9C
292,292,Eringate - Centennial - West Deane,799000,43.666061,-79.576218,8 Firestone Rd,Toronto,M9C 4N1,M9C
308,308,Eatonville,1099000,43.641037,-79.573959,118 Saturn Rd,Toronto,M9C 2S8,M9C
371,371,Eringate - Centennial - West Deane,259000,43.639858,-79.584564,#806 - 335 MILL RD,Toronto,M9C 1Y6,M9C
509,509,Islington - City Centre West,289900,43.609993,-79.55748,#906 - 215 Sherway Gardens Rd,Toronto,M9C 0A5,M9C
589,589,Eringate - Centennial - West Deane,345800,43.644711,-79.588692,#907 - 420 MILL RD,Toronto,M9C 1Z1,M9C
590,590,Eringate - Centennial - West Deane,269900,43.656895,-79.570404,#1208 - 714 THE WEST MALL RD,Toronto,M9C 4X1,M9C
739,739,Eatonville,295000,43.639694,-79.563148,#728 - 2 EVA RD,Toronto,M9C 4Z5,M9C
743,743,Eatonville,99000,43.641918,-79.565247,385 THE WEST MALL,Toronto,M9C 1E7,M9C
756,756,Etobicoke West Mall,749000,43.644119,-79.571426,36 TUNBRIDGE CRES,Toronto,M9C 3L6,M9C
856,856,Markland Wood,1554900,43.634731,-79.565956,4229 BLOOR ST W,Toronto,M9C 1Z6,M9C
964,964,Islington - City Centre West,419900,43.609573,-79.557335,#1505 - 205 SHERWAY GARDENS RD,Toronto,M9C 0A5,M9C
1173,1173,Etobicoke West Mall,470000,43.649242,-79.566887,79 PERMFIELD PATH,Toronto,M9C 4Y5,M9C
290,290,Humber Summit,649000,43.753605,-79.569298,43 Franel Cres,Toronto,M9L 1B6,M9L
591,591,Humber Summit,174900,43.748459,-79.568283,#406 - 2825 ISLINGTON AVE,Toronto,M9L 2L2,M9L
865,865,Humber Summit,549900,43.75555,-79.568619,2919 ISLINGTON AVE,Toronto,M9L 2K3,M9L
953,953,Humber Summit,599073,43.754013,-79.562782,73 GOLDSBORO RD,Toronto,M9L 1A6,M9L
1008,1008,Humber Summit,649900,43.757236,-79.568275,42 SEACLIFF BLVD,Toronto,M9L 2G7,M9L
1028,1028,Humber Summit,589900,43.755226,-79.562088,104 GOLDSBORO RD,Toronto,M9L 1A8,M9L
1147,1147,Humber Summit,999900,43.753723,-79.575333,7 HATHOR CRES,Toronto,M9L 1C1,M9L
1270,1270,Humber Summit,549000,43.759605,-79.570328,#6 - 70 PLUNKETT RD,Toronto,M9L 2J5,M9L
97,97,Humber Summit,55000,43.749264,-79.559441,#17 A - 2528 FINCH AVE W,Toronto,M9M 2G3,M9M
603,603,Humberlea,975000,43.729229,-79.534203,9 Isaac Devins Blvd,Toronto,M9M 0C7,M9M
753,753,Emery,94900,43.749187,-79.542702,#806 - 3390 WESTON RD,Toronto,M9M 2X3,M9M
764,764,Emery,649900,43.74855,-79.532745,#10 - 800 ARROW RD,Toronto,M9M 2Z8,M9M
876,876,Emery,124900,43.749187,-79.542702,#303 - 3390 WESTON RD,Toronto,M9M 2X3,M9M
1216,1216,Humberlea,699999,43.722164,-79.537437,2864 WESTON RD,Toronto,M9M 2S3,M9M
103,103,Toronto,369000,43.695999,-79.507645,1623 WESTON RD,Toronto,M9N 1T8,M9N
110,110,Weston,485900,43.705288,-79.526894,9 RECTORY RD,Toronto,M9N 1P8,M9N
242,242,Weston,320000,43.701572,-79.520187,#707 - 1 King St,Toronto,M9N 1K8,M9N
257,257,Weston,748800,43.705509,-79.518242,26 JOSEPH ST,Toronto,M9N 2J2,M9N
505,505,Weston,336800,43.701572,-79.520187,#2604 - 1 King St,Toronto,M9N 1K8,M9N
741,741,Weston,199900,43.698143,-79.513771,#1410 - 1 HICKORY TREE RD,Toronto,M9N 3W4,M9N
967,967,Pelmo Park,517000,43.709682,-79.534584,1 CARDELL AVE N,Toronto,M9N 2A7,M9N
243,243,The Westway,824888,43.691151,-79.54287,28 Rowse Cres,Toronto,M9P 3L5,M9P
331,331,Humber Heights - Westmount,889000,43.697754,-79.524979,2229 LAWRENCE AVE W,Toronto,M9P 2A2,M9P
627,627,Humber Heights - Westmount,999888,43.697479,-79.520531,10 Vista Humber Dr,Toronto,M9P 3R7,M9P
750,750,Humber Heights - Westmount,848000,43.688129,-79.523537,143 RENAULT CRES,Toronto,M9P 1J8,M9P
761,761,Humber Heights - Westmount,698800,43.68832,-79.514221,548 B SCARLETT RD,Toronto,M9P 2S2,M9P
312,312,Richview,785000,43.692616,-79.54583,70 Poynter Dr,Toronto,M9R 1L2,M9R
330,330,Richview,479900,43.677921,-79.556534,#607 - 140 WIDDICOMBE HILL BLVD,Toronto,M9R 4B3,M9R
437,437,Kingsview Village,99900,43.696312,-79.553864,#516 - 340 DIXON RD,Toronto,M9R 1T1,M9R
820,820,Richview,849000,43.686066,-79.559258,19 TYNEVALE DR,Toronto,M9R 2B6,M9R
1085,1085,Kingsview Village,234900,43.69582,-79.556328,#312 - 370 Dixon Rd,Toronto,M9R 1T2,M9R
106,106,Rexdale,599000,43.736565,-79.597107,7 ATTILA CRT,Toronto,M9V 4E5,M9V
112,112,Rexdale,249900,43.758636,-79.58757,#308 - 21 MARKBROOK LANE,Toronto,M9V 5E4,M9V
119,119,Rexdale,184500,43.73354,-79.592949,#14 - 242 JOHN GARLAND BLVD,Toronto,M9V 1N8,M9V
158,158,Rexdale,245000,43.74955,-79.58075,#407 - 5 ROWNTREE RD,Toronto,M9V 5G9,M9V
161,161,Rexdale,299999,43.744343,-79.587379,#301 - 45 SILVERSTONE DR,Toronto,M9V 4B1,M9V
465,465,Rexdale,549900,43.739346,-79.575073,239 TAYSHAM CRES,Toronto,M9V 1X8,M9V
479,479,Rexdale,569900,43.748493,-79.603745,34 HELMSDALE CRES,Toronto,M9V 3X9,M9V
522,522,Rexdale,99900,43.741695,-79.584373,1530 ALBION RD,Toronto,M9V 1B4,M9V
723,723,Silverstone,409800,43.74144,-79.598236,#32 - 452 Silverstone Dr,Toronto,M9V 3K8,M9V
727,727,Rexdale,259000,43.733341,-79.593048,#149 - 254 John Garland Blvd,Toronto,M9V 1N7,M9V
811,811,Rexdale,79900,43.747585,-79.579842,#807 - 40 Panorama Crt,Toronto,M9V 4M1,M9V
981,981,Rexdale,285000,43.74955,-79.58075,#203 - 203-5 ROWNTREE RD,Toronto,M9V 5G9,M9V
985,985,Silverstone,409800,43.74144,-79.598236,#32 - 452 SILVERSTONE DR,Toronto,M9V 3K8,M9V
989,989,Rexdale,349900,43.73735,-79.601723,#206 - 101 WESTMORE DR,Toronto,M9V 3Y6,M9V
1047,1047,Rexdale,659900,43.742077,-79.571907,38 MONTERREY DR,Toronto,M9V 1S8,M9V
1107,1107,Rexdale,1380000,43.734222,-79.559181,815 Albion Rd,Toronto,M9V 1A3,M9V
1146,1146,Rexdale,280000,43.74955,-79.58075,#914 - 5 ROWNTREE RD,Toronto,M9V 5G9,M9V
1171,1171,Rexdale,247500,43.75901,-79.588539,#1110 - 10 MARKBROOK LANE,Toronto,M9V 5E3,M9V
1187,1187,Rexdale,749900,43.739414,-79.585983,43 Kendleton Dr,Toronto,M9V 1T9,M9V
1236,1236,Rexdale,545000,43.747128,-79.591827,30 Vange Cres,Toronto,M9V 3N6,M9V
1298,1298,Rexdale,649899,43.751724,-79.590424,145 Silverstone Dr,Toronto,M9V 3G8,M9V
116,116,Rexdale,669900,43.725483,-79.585327,49 HAWKEDON CRES,Toronto,M9W 3L6,M9W
162,162,Rexdale,424999,43.742409,-79.598518,#52 - 1667 ALBION RD,Toronto,M9W 5T3,M9W
445,445,Rexdale,304900,43.724766,-79.616486,#119 - 700 HUMBERWOOD BLVD,Toronto,M9W 7J4,M9W
548,548,Rexdale,35000,43.734581,-79.605942,#105 - 19 WOODBINE DOWNS BLVD,Toronto,M9W 6N5,M9W
664,664,West Humber Estates,649999,43.727283,-79.58503,10 Joshua Ave,Toronto,M9W 4T6,M9W
687,687,The Elms,259900,43.729645,-79.547989,#823 - 28 Tandridge Cres,Toronto,M9W 2P2,M9W
875,875,Rexdale,299000,43.73069,-79.611,#414 - 6 HUMBERLINE DR,Toronto,M9W 6X8,M9W
963,963,Rexdale,124900,43.722031,-79.543945,#1502 - 236 ALBION RD,Toronto,M9W 6A6,M9W
973,973,Rexdale,407500,43.727741,-79.577362,#Ph 4 - 80 Esther Lorrie Dr,Toronto,M9W 4T7,M9W
1083,1083,Rexdale,785000,43.719715,-79.617767,99 Cinrickbar Dr,Toronto,M9W 6W7,M9W
1093,1093,Rexdale,634900,43.723648,-79.589729,56 Millview Cres,Toronto,M9W 3K5,M9W
1223,1223,Rexdale,324900,43.724766,-79.616486,#2720 - 700 Humberwood Blvd,Toronto,M9W 7J4,M9W
1235,1235,Rexdale,699900,43.724163,-79.573708,19 BOLGER PL,Toronto,M9W 4R6,M9W
1238,1238,Rexdale,649900,43.715919,-79.54454,36 Esmond Cres,Toronto,M9W 3P8,M9W
1282,1282,Rexdale,318000,43.724766,-79.616486,#220 - 700 HUMBERWOOD BLVD,Toronto,M9W 7J4,M9W
